y	MEN	URBAN	PRIVATE	AGE	SENIORITY
0	1	1	1	57	3
0	1	0	1	57	3
0	1	0	1	32	3
0	1	0	1	67	3
1	1	1	1	24	3
1	0	0	1	23	3
1	1	1	1	25	3
1	1	0	1	32	9
1	1	0	1	28	8
0	0	0	1	31	3
0	1	1	1	44	4
0	1	1	1	29	4
0	1	0	1	22	3
0	1	0	1	44	3
0	1	1	1	42	4
0	1	0	1	61	3
0	1	0	1	46	3
0	1	0	1	45	3
0	1	0	1	22	3
0	1	0	1	35	3
0	0	1	1	33	3
1	0	1	1	37	3
1	1	1	1	19	3
1	1	0	1	28	3
0	1	0	1	50	3
1	0	1	1	45	3
0	0	0	1	37	3
0	1	1	1	42	3
0	1	0	1	38	15
0	1	0	1	26	9
1	1	1	1	35	7
0	1	0	1	34	3
0	0	1	1	79	3
1	1	0	1	22	3
0	0	0	1	34	3
0	1	0	1	30	3
1	1	1	1	37	3
0	0	0	1	50	3
0	0	1	1	44	3
1	1	0	1	23	3
0	1	1	1	34	3
1	0	0	1	28	3
0	1	0	1	40	3
0	1	1	1	32	3
0	1	0	1	47	3
1	1	1	1	43	3
0	0	1	1	28	3
0	1	0	1	51	3
0	1	0	1	32	3
0	0	0	1	34	3
0	1	0	1	65	38
1	1	1	1	29	3
0	0	1	1	26	3
0	1	0	1	40	3
0	0	1	1	37	3
1	0	1	1	64	3
1	0	0	1	27	3
0	1	0	1	35	3
0	1	1	1	45	3
1	0	1	1	60	20
0	1	0	1	30	4
0	1	0	1	15	3
0	1	1	1	57	3
1	0	1	1	35	3
0	1	1	0	74	3
1	0	0	1	24	3
0	1	0	1	29	3
0	1	0	1	27	3
0	1	1	1	41	3
0	1	0	1	48	3
0	1	0	1	25	3
0	0	0	1	53	3
1	1	1	1	23	3
0	1	0	1	47	3
1	0	1	1	47	3
1	0	0	1	23	3
1	1	0	1	48	3
0	1	0	1	48	3
0	1	0	1	21	3
0	1	0	1	52	3
0	0	0	1	70	3
1	0	1	1	26	3
1	0	0	1	27	3
0	0	1	1	18	3
1	0	1	1	39	3
0	1	0	1	51	3
0	1	0	1	41	3
0	1	0	1	36	3
1	1	0	1	46	16
0	1	0	1	51	14
0	0	0	1	43	13
0	1	0	1	32	7
0	1	0	1	38	5
0	0	0	1	35	4
0	0	1	1	44	3
0	0	0	1	39	3
1	0	1	1	48	3
0	0	0	1	23	3
0	0	0	1	31	3
0	1	1	1	46	3
1	1	0	1	56	3
0	1	1	1	50	3
0	1	0	1	23	3
0	1	0	1	47	3
0	1	0	1	38	3
0	1	1	1	60	3
0	1	0	1	44	3
0	0	0	1	43	3
1	0	0	1	28	3
0	1	0	1	24	3
0	1	0	1	81	3
0	1	0	1	77	3
0	1	1	0	38	3
1	0	0	1	35	3
0	0	1	1	36	3
0	1	0	1	26	3
1	0	0	1	19	3
0	1	0	1	69	3
0	0	0	1	29	10
0	1	0	1	29	6
0	1	0	1	28	5
0	1	0	1	43	3
0	0	0	1	56	3
0	1	1	1	27	3
0	0	0	1	42	3
1	0	1	1	36	3
0	1	0	1	18	3
0	0	0	1	24	3
0	1	0	1	71	3
0	1	0	1	64	3
0	1	0	1	68	3
0	1	1	1	48	3
0	1	0	1	46	3
0	1	0	1	38	3
1	0	1	1	47	3
0	1	1	1	22	3
0	1	1	1	71	3
0	0	0	1	27	3
0	1	0	1	51	3
1	0	0	1	23	3
1	1	1	1	21	3
0	0	0	1	62	3
0	1	0	1	47	3
0	1	1	1	23	3
1	0	1	1	39	3
0	1	0	1	54	3
0	0	0	1	44	3
0	1	1	1	27	3
0	1	1	1	46	3
0	0	1	1	20	3
0	1	0	1	22	3
0	1	1	1	27	3
1	1	0	1	38	18
1	1	0	1	25	9
1	0	0	1	38	8
0	1	0	1	32	8
0	1	1	1	41	6
0	1	0	1	30	3
0	1	0	1	27	3
0	0	0	1	23	3
0	1	0	1	50	3
1	1	1	1	26	3
0	1	0	1	62	3
0	0	0	1	55	3
0	1	1	1	42	3
0	1	1	1	28	3
0	1	0	1	69	3
0	0	1	1	71	3
1	1	0	0	47	3
0	0	0	1	36	3
0	0	0	1	32	3
0	1	0	1	65	3
1	1	0	1	65	3
0	1	0	1	46	3
1	1	0	1	29	3
0	0	0	1	43	3
0	0	0	1	40	3
0	1	0	1	21	3
0	1	0	1	30	3
0	1	0	1	58	11
0	1	0	1	68	3
0	1	0	1	29	3
0	1	1	1	31	3
1	1	0	1	25	18
0	1	1	1	34	2
1	1	1	1	26	3
0	1	1	1	45	2
0	1	0	1	58	2
1	1	1	1	31	3
0	1	1	1	32	2
1	1	1	1	20	2
0	1	0	1	36	3
0	0	0	1	41	2
0	1	0	1	59	3
0	1	0	1	53	3
0	1	0	1	32	3
0	1	0	1	51	2
1	0	1	1	31	3
0	1	0	1	25	2
0	1	0	1	31	2
1	1	1	1	34	2
0	1	0	1	59	2
0	1	0	1	29	2
0	1	0	1	63	2
0	1	0	1	40	2
1	0	0	1	52	15
0	0	0	1	45	2
0	0	0	1	47	2
1	0	1	1	30	2
0	1	0	1	44	2
0	1	0	1	48	2
0	1	1	1	60	6
1	1	1	1	35	2
0	1	0	1	48	2
0	1	0	1	64	18
0	1	1	1	51	2
0	1	0	1	49	2
1	0	1	1	36	2
0	1	0	1	55	2
0	0	0	1	47	3
1	1	1	1	28	2
0	1	0	1	28	16
0	1	0	1	21	2
0	0	0	1	25	2
0	1	1	1	30	2
0	0	1	1	26	2
0	1	0	1	59	2
0	1	0	1	44	2
0	1	1	1	49	2
0	1	1	1	43	2
0	1	0	1	27	16
0	1	0	1	44	8
0	1	0	1	47	3
0	1	0	1	27	14
1	0	0	1	27	3
0	1	1	1	62	2
1	1	1	1	27	5
0	1	1	1	37	2
0	1	1	1	63	8
1	1	0	1	50	18
0	1	0	1	67	7
0	1	1	1	59	31
0	0	0	1	32	2
0	1	0	1	63	13
0	1	0	1	46	3
1	1	1	1	58	15
0	1	0	1	18	2
0	0	1	1	60	7
0	1	1	1	67	2
1	0	0	1	41	8
0	1	0	1	30	2
1	1	0	1	64	26
0	0	0	1	32	2
0	1	0	1	62	21
0	1	1	1	68	6
1	0	1	1	32	2
1	1	1	1	63	2
0	1	0	1	46	2
0	1	1	1	52	2
1	1	1	1	25	16
1	0	0	1	28	12
1	1	1	1	22	2
0	1	0	0	27	2
0	1	0	1	33	7
1	1	0	1	36	2
0	1	1	1	31	3
1	1	0	1	35	2
0	1	0	1	33	2
1	1	0	1	51	2
0	1	1	1	38	2
0	0	0	1	43	2
0	0	0	1	37	2
1	1	1	1	39	2
0	1	0	1	45	2
0	1	0	1	45	4
1	0	1	1	26	2
0	1	0	1	39	2
0	1	0	1	41	2
0	1	0	1	28	2
0	0	0	1	28	2
1	0	0	1	48	2
1	1	1	1	25	2
1	0	1	1	35	2
0	1	0	1	51	2
0	1	1	1	28	2
0	1	0	1	27	2
1	0	1	1	30	2
0	1	0	1	60	2
1	0	0	1	21	2
0	1	0	0	39	2
0	1	0	1	38	2
0	1	0	1	67	2
0	1	0	1	66	2
0	1	0	1	43	2
0	1	0	1	31	2
1	1	0	0	38	2
0	1	1	1	59	2
0	1	1	1	52	2
0	1	0	1	50	2
1	0	1	1	47	2
0	1	0	1	36	2
0	0	0	1	45	2
0	1	0	1	49	2
0	0	0	1	57	2
0	0	0	1	51	2
0	1	0	1	34	2
0	1	1	1	19	2
0	1	1	1	50	2
0	1	0	1	61	2
0	1	0	1	31	2
1	1	0	1	31	2
0	1	1	1	69	2
0	1	1	1	55	2
1	0	1	1	43	2
0	1	1	1	45	2
0	1	0	1	35	2
1	0	1	1	23	2
0	1	0	1	70	2
1	1	0	1	32	2
1	1	1	1	23	2
1	0	1	1	45	2
0	0	0	1	46	2
0	0	1	1	41	2
0	0	0	1	20	2
0	0	0	1	39	2
0	1	1	1	57	2
0	1	0	1	50	2
0	1	0	1	44	2
0	1	0	1	28	2
1	1	0	1	56	2
1	0	1	1	39	2
0	0	0	1	24	2
0	1	0	1	34	2
1	1	0	1	40	2
0	1	0	1	41	2
0	1	0	1	54	2
0	0	0	1	56	2
0	1	0	1	23	2
0	1	0	1	59	2
0	0	1	1	28	2
0	1	0	1	17	2
1	1	0	1	28	2
0	1	0	1	25	2
1	1	0	1	19	2
0	1	0	1	24	2
0	1	0	1	26	2
0	1	1	1	48	2
0	1	1	1	49	4
0	1	0	1	44	2
0	0	0	1	40	2
0	0	0	1	33	2
0	1	0	1	34	2
0	0	0	1	35	2
0	1	1	1	60	2
0	1	0	1	23	2
0	1	1	1	50	2
0	1	0	1	30	2
0	1	0	1	59	2
0	1	0	1	60	2
0	1	0	1	29	2
0	1	0	1	27	2
0	0	0	1	34	2
0	1	1	1	54	2
1	1	1	1	18	2
1	1	0	1	25	2
0	1	0	1	80	2
0	1	0	1	38	2
0	1	0	1	29	2
0	1	0	1	43	2
0	1	1	1	42	2
0	1	0	1	72	2
0	0	0	1	67	2
0	1	0	1	71	2
0	1	0	1	70	2
0	1	0	1	35	2
0	1	0	1	70	2
1	1	1	1	29	2
0	1	1	1	60	2
0	1	1	1	39	2
0	0	0	1	57	2
0	1	0	0	15	2
1	0	1	1	32	2
0	0	0	1	22	2
0	1	0	1	67	2
0	1	1	1	64	2
0	1	1	1	18	2
0	1	0	1	27	2
0	1	0	1	50	2
0	1	1	1	41	2
0	1	0	1	48	2
0	1	0	1	46	2
0	1	1	1	30	2
0	1	1	1	31	2
1	0	1	1	27	2
0	1	0	1	54	2
0	1	0	1	53	2
0	0	0	1	45	2
0	1	0	1	26	2
0	1	0	1	57	2
1	1	0	1	21	2
0	1	0	0	27	2
1	1	0	1	33	2
1	1	1	1	27	2
0	1	0	1	46	2
0	0	0	1	46	2
0	1	1	1	71	2
0	1	0	1	75	2
0	0	1	1	28	2
0	1	0	1	69	2
1	0	1	1	21	2
0	1	1	1	46	2
0	1	0	1	28	2
0	1	1	1	59	2
0	1	0	1	39	2
0	1	1	1	51	2
1	1	1	1	30	2
0	1	1	1	38	2
0	0	1	1	30	2
0	1	1	1	25	2
0	0	0	1	29	2
0	1	0	1	35	2
0	0	1	1	29	2
0	1	0	1	38	2
1	0	1	1	41	2
0	1	1	1	36	2
0	1	0	1	28	2
0	1	1	1	44	2
0	1	1	1	47	2
0	0	0	1	37	2
0	1	0	1	47	2
0	1	1	1	61	2
0	1	0	1	47	2
0	0	0	1	52	2
0	1	0	1	33	2
1	1	0	1	65	2
0	1	0	1	47	2
0	1	0	1	42	2
1	1	1	1	17	2
0	1	1	1	24	2
0	0	1	1	45	2
0	1	0	1	62	2
1	1	1	1	30	2
0	1	1	1	56	2
1	1	0	1	18	2
1	0	0	1	27	2
0	0	0	1	47	2
1	0	0	1	29	2
1	1	1	1	31	2
0	0	1	1	26	2
0	1	0	1	30	2
1	1	1	1	26	2
0	1	0	1	59	2
1	0	0	1	24	2
0	0	0	1	26	2
0	1	1	1	29	2
0	1	0	1	34	2
1	1	1	1	23	2
0	1	0	1	20	2
0	1	0	1	52	2
0	1	0	1	42	2
1	1	0	1	55	2
0	1	1	1	67	2
1	0	1	1	37	2
0	1	0	1	69	2
0	1	0	1	35	2
0	1	0	1	25	2
0	1	1	0	20	2
0	0	0	1	30	2
0	0	0	1	37	2
0	1	0	1	59	2
0	1	1	0	29	2
0	0	0	1	36	2
0	0	1	1	24	2
1	1	1	1	23	2
1	1	1	1	32	2
0	0	0	1	40	2
0	0	0	1	46	2
0	0	1	1	48	2
1	0	0	1	26	2
0	1	0	0	21	2
0	1	1	1	28	2
0	0	0	1	32	2
0	1	1	1	36	2
0	0	0	1	51	2
1	0	0	1	27	4
0	1	0	1	27	2
0	1	0	1	21	2
0	1	0	1	20	2
0	1	1	1	30	2
1	0	1	1	31	2
0	1	0	1	52	2
0	1	1	1	52	2
0	1	0	1	23	2
0	1	0	1	71	2
0	1	1	1	46	2
0	1	0	1	45	2
0	1	0	1	34	2
0	1	1	1	35	2
0	1	1	1	22	2
0	0	1	1	27	2
0	1	1	1	65	2
0	1	1	1	36	2
0	1	0	1	44	2
0	0	0	1	47	2
0	1	1	1	38	2
0	0	0	1	42	2
0	0	0	1	30	2
1	0	0	1	23	2
1	0	1	1	41	2
1	0	1	1	27	2
0	1	1	1	41	2
